"";"value";"lower";"count"
"4915";"rue Petitot";"rue petitot";0
"4916";"rue des Petits Champs";"rue des petits champs";0
"4917";"rue des Petits Hôtels";"rue des petits hôtels";0
"4918";"rue des Petits Pères";"rue des petits pères";0
"4919";"passage des Petits Pères";"passage des petits pères";0
"4920";"place des Petits Pères";"place des petits pères";0
"4921";"route des Petits Ponts";"route des petits ponts";0
"4922";"square Pétrarque";"square pétrarque";0
"4923";"rue Pétrarque";"rue pétrarque";0
"4924";"rue Pétrelle";"rue pétrelle";0
"4925";"square Pétrelle";"square pétrelle";0
"4926";"square des Peupliers";"square des peupliers";0
"4927";"avenue des Peupliers";"avenue des peupliers";0
"4928";"rue de Phalsbourg";"rue de phalsbourg";0
"4929";"cité de Phalsbourg";"cité de phalsbourg";0
"4930";"rue Philibert Delorme";"rue philibert delorme";0
"4931";"rue Philibert Lucot";"rue philibert lucot";0
"4932";"impasse Philidor";"impasse philidor";0
"4933";"rue Philidor";"rue philidor";0
"4934";"rue Philippe De Champagne";"rue philippe de champagne";0
"4935";"rue Philippe De Girard";"rue philippe de girard";0
"4936";"rue Philippe Hecht";"rue philippe hecht";0
"4937";"passage Philippe Auguste";"passage philippe auguste";0
"4938";"allée du Philosophe";"allée du philosophe";0
"4939";"passage Piat";"passage piat";0
"4940";"rue Piat";"rue piat";0
"4941";"rue du Pic de Barrette";"rue du pic de barrette";0
"4942";"rue de Picardie";"rue de picardie";0
"4943";"rue Piccini";"rue piccini";0
"4944";"rue Picot";"rue picot";0
"4945";"rue Piémontési";"rue piémontési";0
"4946";"rue Pierre Au Lard";"rue pierre au lard";0
"4947";"rue Pierre Bayle";"rue pierre bayle";0
"4948";"rue Pierre Bonnard";"rue pierre bonnard";0
"4949";"rue Pierre Bourdan";"rue pierre bourdan";0
"4950";"place Pierre Brisson";"place pierre brisson";0
"4951";"rue Pierre Brossolette";"rue pierre brossolette";0
"4952";"rue Pierre Budin";"rue pierre budin";0
"4953";"rue Pierre Bullet";"rue pierre bullet";0
"4954";"rue Pierre Charron";"rue pierre charron";0
"4955";"rue Pierre Chausson";"rue pierre chausson";0
"4956";"rue Pierre Dac";"rue pierre dac";0
"4957";"rue Pierre Demours";"rue pierre demours";0
"4958";"rue Pierre Dupont";"rue pierre dupont";0
"4959";"place Pierre Dux";"place pierre dux";0
"4960";"place Pierre Emmanuel";"place pierre emmanuel";0
"4961";"rue Pierre Et Marie Curie";"rue pierre et marie curie";0
"4962";"rue Pierre Foncin";"rue pierre foncin";0
"4963";"rue Pierre Fontaine";"rue pierre fontaine";0
"4964";"villa Pierre Ginier";"villa pierre ginier";0
"4965";"rue Pierre Ginier";"rue pierre ginier";0
"4966";"rue Pierre Girard";"rue pierre girard";0
"4967";"rue Pierre Gourdault";"rue pierre gourdault";0
"4968";"rue Pierre Guérin";"rue pierre guérin";0
"4969";"rue Pierre Haret";"rue pierre haret";0
"4970";"avenue Pierre Ier de Serbie";"avenue pierre ier de serbie";0
"4971";"rue Pierre Joseph Desault";"rue pierre joseph desault";0
"4972";"rue Pierre L'Ermite";"rue pierre l'ermite";0
"4973";"place Pierre Lafue";"place pierre lafue";0
"4974";"place Pierre Lampué";"place pierre lampué";0
"4975";"place Pierre Laroque";"place pierre laroque";0
"4976";"rue Pierre Larousse";"rue pierre larousse";0
"4977";"allée Pierre Lazareff";"allée pierre lazareff";0
"4978";"place Pierre Lazareff";"place pierre lazareff";0
"4979";"rue Pierre Le Grand";"rue pierre le grand";0
"4980";"rue Pierre Le Roy";"rue pierre le roy";0
"4981";"rue Pierre Leroux";"rue pierre leroux";0
"4982";"rue Pierre Lescot";"rue pierre lescot";0
"4983";"rue de la Pierre Levée";"rue de la pierre levée";0
"4984";"avenue Pierre Loti";"avenue pierre loti";0
"4985";"rue Pierre Louÿs";"rue pierre louÿs";0
"4986";"place Pierre Mac Orlan";"place pierre mac orlan";0
"4987";"avenue Pierre Masse";"avenue pierre masse";0
"4988";"avenue Pierre Mendès France";"avenue pierre mendès france";0
"4989";"rue Pierre Mille";"rue pierre mille";0
"4990";"allée Pierre Mollaret";"allée pierre mollaret";0
"4991";"rue Pierre Mouillard";"rue pierre mouillard";0
"4992";"rue Pierre Nicole";"rue pierre nicole";0
"4993";"rue Pierre Picard";"rue pierre picard";0
"4994";"rue Pierre Quillard";"rue pierre quillard";0
"4995";"rue Pierre Rebière";"rue pierre rebière";0
"4996";"rue Pierre Reverdy";"rue pierre reverdy";0
"4997";"rue Pierre Sarrazin";"rue pierre sarrazin";0
"4998";"rue Pierre Semard";"rue pierre semard";0
"4999";"rue Pierre Soulié";"rue pierre soulié";0
"5000";"place Pierre Vaudrey";"place pierre vaudrey";0
"5001";"esplanade Pierre Vidal Naquet";"esplanade pierre vidal naquet";0
"5002";"rue Pierre Villey";"rue pierre villey";0
"5003";"rue Pierre Jean Jouve";"rue pierre jean jouve";0
"5004";"rue Piet Mondrian";"rue piet mondrian";0
"5005";"cité Pigalle";"cité pigalle";0
"5006";"rue Pihet";"rue pihet";0
"5007";"allée Pilâtre De Rozier";"allée pilâtre de rozier";0
"5008";"impasse du Pilier";"impasse du pilier";0
"5009";"rue des Piliers";"rue des piliers";0
"5010";"rue Pillet Will";"rue pillet will";0
"5011";"cité Pilleux";"cité pilleux";0
"5012";"rue Pinel";"rue pinel";0
"5013";"place Pinel";"place pinel";0
"5014";"route des Pins";"route des pins";0
"5015";"rue Pirandello";"rue pirandello";0
"5016";"rue des Pirogues de Bercy";"rue des pirogues de bercy";0
"5017";"rue Pirouette";"rue pirouette";0
"5018";"impasse Piver";"impasse piver";0
"5019";"passage Piver";"passage piver";0
"5020";"rue Pixérécourt";"rue pixérécourt";0
"5021";"impasse Pixérécourt";"impasse pixérécourt";0
"5022";"route de la Plaine";"route de la plaine";0
"5023";"rue de la Plaine";"rue de la plaine";0
"5024";"rue de Plaisance";"rue de plaisance";0
"5025";"passage Planchard";"passage planchard";0
"5026";"rue Planchat";"rue planchat";0
"5027";"impasse de la Planchette";"impasse de la planchette";0
"5028";"ruelle de la Planchette";"ruelle de la planchette";0
"5029";"rue des Plantes";"rue des plantes";0
"5030";"villa des Plantes";"villa des plantes";0
"5031";"passage Plantin";"passage plantin";0
"5032";"rue du Plat D'Étain";"rue du plat d'étain";0
"5033";"passage du Plateau";"passage du plateau";0
"5034";"rue du Plateau";"rue du plateau";0
"5035";"rue Platon";"rue platon";0
"5036";"rue du Plâtre";"rue du plâtre";0
"5037";"rue de Plélo";"rue de plélo";0
"5038";"rue Pleyel";"rue pleyel";0
"5039";"rue Plichon";"rue plichon";0
"5040";"rue Plumet";"rue plumet";0
"5041";"rue Poinsot";"rue poinsot";0
"5042";"route du Point de Vue";"route du point de vue";0
"5043";"route du Point Du Jour À Bagatelle";"route du point du jour à bagatelle";0
"5044";"route du Point Du Jour À Suresnes";"route du point du jour à suresnes";0
"5045";"sentier de la Pointe";"sentier de la pointe";0
"5046";"rue de la Pointe d'Ivry";"rue de la pointe d'ivry";0
"5047";"villa Poirier";"villa poirier";0
"5048";"rue Poirier De Narçay";"rue poirier de narçay";0
"5049";"impasse de la Poissonnerie";"impasse de la poissonnerie";0
"5050";"rue Poissonnière";"rue poissonnière";0
"5051";"villa Poissonnière";"villa poissonnière";0
"5052";"rue des Poissonniers";"rue des poissonniers";0
"5053";"rue de Poissy";"rue de poissy";0
"5054";"rue des Poitevins";"rue des poitevins";0
"5055";"rue de Poitiers";"rue de poitiers";0
"5056";"rue de Poitou";"rue de poitou";0
"5057";"rue du Pôle Nord";"rue du pôle nord";0
"5058";"rue Poliveau";"rue poliveau";0
"5059";"avenue de Pologne";"avenue de pologne";0
"5060";"rue Polonceau";"rue polonceau";0
"5061";"avenue du Polygone";"avenue du polygone";0
"5062";"rue de Pomereu";"rue de pomereu";0
"5063";"rue de Pommard";"rue de pommard";0
"5064";"route de la Pompadour";"route de la pompadour";0
"5065";"rue de la Pompe";"rue de la pompe";0
"5066";"cour du Ponant";"cour du ponant";0
"5067";"passage du Ponceau";"passage du ponceau";0
"5068";"rue du Ponceau";"rue du ponceau";0
"5069";"rue Poncelet";"rue poncelet";0
"5070";"passage Poncelet";"passage poncelet";0
"5071";"rue de Pondichéry";"rue de pondichéry";0
"5072";"boulevard Poniatowski";"boulevard poniatowski";0
"5073";"rue Ponscarme";"rue ponscarme";0
"5074";"rue de Pont A Mousson";"rue de pont a mousson";0
"5075";"passage du Pont Aux Biches";"passage du pont aux biches";0
"5076";"rue du Pont Aux Choux";"rue du pont aux choux";0
"5077";"rue du Pont de Lodi";"rue du pont de lodi";0
"5078";"rue du Pont Louis Philippe";"rue du pont louis philippe";0
"5079";"rond point du Pont Mirabeau";"rond point du pont mirabeau";0
"5080";"rue du Pont Neuf";"rue du pont neuf";0
"5081";"porte du Pont Neuf";"porte du pont neuf";0
"5082";"place du Pont Neuf";"place du pont neuf";0
"5083";"rue de Pontoise";"rue de pontoise";0
"5084";"impasse Popincourt";"impasse popincourt";0
"5085";"cité Popincourt";"cité popincourt";0
"5086";"rue Popincourt";"rue popincourt";0
"5087";"rue Poquelin";"rue poquelin";0
"5088";"place de Port Au-Prince";"place de port au-prince";0
"5089";"rue de Port Mahon";"rue de port mahon";0
"5090";"square de Port Royal";"square de port royal";0
"5091";"cité de Port Royal";"cité de port royal";0
"5092";"rue Portalis";"rue portalis";0
"5093";"avenue de la Porte Brancion";"avenue de la porte brancion";0
"5094";"avenue de la Porte Brunet";"avenue de la porte brunet";0
"5095";"avenue de la Porte Chaumont";"avenue de la porte chaumont";0
"5096";"avenue de la Porte d'Asnières";"avenue de la porte d'asnières";0
"5097";"avenue de la Porte d'Aubervilliers";"avenue de la porte d'aubervilliers";0
"5098";"avenue de la Porte d'Auteuil";"avenue de la porte d'auteuil";0
"5099";"place de la Porte d'Auteuil";"place de la porte d'auteuil";0
"5100";"rue de la Porte d'Issy";"rue de la porte d'issy";0
"5101";"avenue de la Porte d'Ivry";"avenue de la porte d'ivry";0
"5102";"avenue de la Porte d'Orléans";"avenue de la porte d'orléans";0
"5103";"route de la Porte Dauphine à la Porte des Sablons";"route de la porte dauphine à la porte des sablons";0
"5104";"place de la Porte de Bagnolet";"place de la porte de bagnolet";0
"5105";"avenue de la Porte de Bagnolet";"avenue de la porte de bagnolet";0
"5106";"place de la Porte de Champerret";"place de la porte de champerret";0
"5107";"avenue de la Porte de Champerret";"avenue de la porte de champerret";0
"5108";"avenue de la Porte de Charenton";"avenue de la porte de charenton";0
"5109";"avenue de la Porte de Châtillon";"avenue de la porte de châtillon";0
"5110";"place de la Porte de Châtillon";"place de la porte de châtillon";0
"5111";"avenue de la Porte de Choisy";"avenue de la porte de choisy";0
"5112";"avenue de la Porte de Clichy";"avenue de la porte de clichy";0
"5113";"avenue de la Porte de Clignancourt";"avenue de la porte de clignancourt";0
"5114";"avenue de la Porte de la Chapelle";"avenue de la porte de la chapelle";0
"5115";"avenue de la Porte de la Plaine";"avenue de la porte de la plaine";0
"5116";"avenue de la Porte de Ménilmontant";"avenue de la porte de ménilmontant";0
"5117";"avenue de la Porte de Montmartre";"avenue de la porte de montmartre";0
"5118";"avenue de la Porte de Montrouge";"avenue de la porte de montrouge";0
"5119";"place de la Porte de Pantin";"place de la porte de pantin";0
"5120";"avenue de la Porte de Pantin";"avenue de la porte de pantin";0
"5121";"place de la Porte de Passy";"place de la porte de passy";0
"5122";"avenue de la Porte de Plaisance";"avenue de la porte de plaisance";0
"5123";"avenue de la Porte de Saint Cloud";"avenue de la porte de saint cloud";0
"5124";"place de la Porte de Saint Cloud";"place de la porte de saint cloud";0
"5125";"avenue de la Porte de Saint Ouen";"avenue de la porte de saint ouen";0
"5126";"place de la Porte de Vanves";"place de la porte de vanves";0
"5127";"avenue de la Porte de Vanves";"avenue de la porte de vanves";0
"5128";"square de la Porte de Vanves";"square de la porte de vanves";0
"5129";"place de la Porte de Versailles";"place de la porte de versailles";0
"5130";"avenue de la Porte de Villiers";"avenue de la porte de villiers";0
"5131";"avenue de la Porte de Vincennes";"avenue de la porte de vincennes";0
"5132";"avenue de la Porte de Vitry";"avenue de la porte de vitry";0
"5133";"avenue de la Porte des Lilas";"avenue de la porte des lilas";0
"5134";"avenue de la Porte des Poissonniers";"avenue de la porte des poissonniers";0
"5135";"route de la Porte des Sablons à la Porte Maillot";"route de la porte des sablons à la porte maillot";0
"5136";"avenue de la Porte des Ternes";"avenue de la porte des ternes";0
"5137";"avenue de la Porte Didot";"avenue de la porte didot";0
"5138";"avenue de la Porte Du Pré Saint Gervais";"avenue de la porte du pré saint gervais";0
"5139";"route de la Porte Jaune";"route de la porte jaune";0
"5140";"place de la Porte Molitor";"place de la porte molitor";0
"5141";"avenue de la Porte Molitor";"avenue de la porte molitor";0
"5142";"route de la Porte Noire";"route de la porte noire";0
"5143";"avenue de la Porte Pouchet";"avenue de la porte pouchet";0
"5144";"route de la Porte Saint James";"route de la porte saint james";0
"5145";"rue Portefoin";"rue portefoin";0
"5146";"rue des Portes Blanches";"rue des portes blanches";0
"5147";"avenue des Portugais";"avenue des portugais";0
"5148";"place Possoz";"place possoz";0
"5149";"passage des Postes";"passage des postes";0
"5150";"rue du Pot de Fer";"rue du pot de fer";0
"5151";"rue du Poteau";"rue du poteau";0
"5152";"passage du Poteau";"passage du poteau";0
"5153";"allée des Poteaux";"allée des poteaux";0
"5154";"rue de la Poterne des Peupliers";"rue de la poterne des peupliers";0
"5155";"passage Potier";"passage potier";0
"5156";"cité Pottier";"cité pottier";0
"5157";"passage Pouchet";"passage pouchet";0
"5158";"rue Poulbot";"rue poulbot";0
"5159";"impasse Poule";"impasse poule";0
"5160";"rue Poulet";"rue poulet";0
"5161";"rue Poulletier";"rue poulletier";0
"5162";"rue Poussin";"rue poussin";0
"5163";"rue de Pouy";"rue de pouy";0
"5164";"rue Pradier";"rue pradier";0
"5165";"passage du Prado";"passage du prado";0
"5166";"rue de Prague";"rue de prague";0
"5167";"rue des Prairies";"rue des prairies";0
"5168";"rue du Pré Aux Chevaux";"rue du pré aux chevaux";0
"5169";"rue du Pré Aux Clercs";"rue du pré aux clercs";0
"5170";"route du Pré Catelan";"route du pré catelan";0
"5171";"rue du Pré Saint Gervais";"rue du pré saint gervais";0
"5172";"rue Préault";"rue préault";0
"5173";"rue des Prêcheurs";"rue des prêcheurs";0
"5174";"place du Préfet Claude Erignac";"place du préfet claude erignac";0
"5175";"rue de Presbourg";"rue de presbourg";0
"5176";"rue de la Présentation";"rue de la présentation";0
"5177";"place du Président Édouard Herriot";"place du président édouard herriot";0
"5178";"place du Président Mithouard";"place du président mithouard";0
"5179";"avenue du Président Wilson";"avenue du président wilson";0
"5180";"rue de Presles";"rue de presles";0
"5181";"impasse de Presles";"impasse de presles";0
"5182";"rue du Pressoir";"rue du pressoir";0
"5183";"impasse des Prêtres";"impasse des prêtres";0
"5184";"rue des Prêtres Saint Germain l'Auxerrois";"rue des prêtres saint germain l'auxerrois";0
"5185";"rue des Prêtres Saint Séverin";"rue des prêtres saint séverin";0
"5186";"rue Prévost Paradol";"rue prévost paradol";0
"5187";"rue du Prévôt";"rue du prévôt";0
"5188";"rue de la Prévoyance";"rue de la prévoyance";0
"5189";"rue Primatice";"rue primatice";0
"5190";"passage des Primevères";"passage des primevères";0
"5191";"rue Primo Levi";"rue primo levi";0
"5192";"passage des Princes";"passage des princes";0
"5193";"porte des Princes";"porte des princes";0
"5194";"rue Princesse";"rue princesse";0
"5195";"rue du Printemps";"rue du printemps";0
"5196";"rue Prisse D'Avennes";"rue prisse d'avennes";0
"5197";"avenue du Professeur André Lemierre";"avenue du professeur andré lemierre";0
"5198";"rue du Professeur Florian Delbarre";"rue du professeur florian delbarre";0
"5199";"rue du Professeur Gosset";"rue du professeur gosset";0
"5200";"rue du Professeur Hyacinthe Vincent";"rue du professeur hyacinthe vincent";0
"5201";"allée du Professeur Jean Bernard";"allée du professeur jean bernard";0
"5202";"rue du Professeur Louis Renault";"rue du professeur louis renault";0
"5203";"villa du Progrès";"villa du progrès";0
"5204";"rue de Prony";"rue de prony";0
"5205";"place Prosper Goubaux";"place prosper goubaux";0
"5206";"cité Prost";"cité prost";0
"5207";"galerie des Proues";"galerie des proues";0
"5208";"rue des Prouvaires";"rue des prouvaires";0
"5209";"avenue de Provence";"avenue de provence";0
"5210";"rue de la Providence";"rue de la providence";0
"5211";"passage de la Providence";"passage de la providence";0
"5212";"avenue Prudhon";"avenue prudhon";0
"5213";"rue des Pruniers";"rue des pruniers";0
"5214";"rue Puget";"rue puget";0
"5215";"rue du Puits de L'Ermite";"rue du puits de l'ermite";0
"5216";"place du Puits de l'Ermite";"place du puits de l'ermite";0
"5217";"cité de Pusy";"cité de pusy";0
"5218";"rue Puteaux";"rue puteaux";0
"5219";"passage Puteaux";"passage puteaux";0
"5220";"rue Puvis De Chavannes";"rue puvis de chavannes";0
"5221";"rue de la Py";"rue de la py";0
"5222";"carrefour de la Pyramide";"carrefour de la pyramide";0
"5223";"route de la Pyramide";"route de la pyramide";0
"5224";"place des Pyramides";"place des pyramides";0
"5225";"villa des Pyrénées";"villa des pyrénées";0
"5226";"voie Q/17";"voie q/17";0
"5227";"voie Q/18";"voie q/18";0
"5228";"impasse du Quarante Neuf Faubourg Saint-Martin";"impasse du quarante neuf faubourg saint-martin";0
"5229";"place des Quarante quatre enfants d'Izieu";"place des quarante quatre enfants d'izieu";0
"5230";"allée des Quatre Carrefours";"allée des quatre carrefours";0
"5231";"rue des Quatre Fils";"rue des quatre fils";0
"5232";"rue des Quatre Frères Peignot";"rue des quatre frères peignot";0
"5233";"rue des Quatre Vents";"rue des quatre vents";0
"5234";"rue de Quatrefages";"rue de quatrefages";0
"5235";"place du Québec";"place du québec";0
"5236";"cour Quellard";"cour quellard";0
"5237";"rue Quentin Bauchart";"rue quentin bauchart";0
"5238";"square du Quercy";"square du quercy";0
"5239";"impasse Questre";"impasse questre";0
"5240";"rue Quinault";"rue quinault";0
"5241";"rue Quincampoix";"rue quincampoix";0
"5242";"voie R/11";"voie r/11";0
"5243";"voie R/18";"voie r/18";0
"5244";"voie R/19";"voie r/19";0
"5245";"rue Rabelais";"rue rabelais";0
"5246";"square Racan";"square racan";0
"5247";"avenue Rachel";"avenue rachel";0
"5248";"impasse Racine";"impasse racine";0
"5249";"rue Racine";"rue racine";0
"5250";"rue Radziwill";"rue radziwill";0
"5251";"rue Raffaëlli";"rue raffaëlli";0
"5252";"impasse Raffet";"impasse raffet";0
"5253";"rue Raffet";"rue raffet";0
"5254";"passage Raguinot";"passage raguinot";0
"5255";"rue de Rambervillers";"rue de rambervillers";0
"5256";"rue de Rambouillet";"rue de rambouillet";0
"5257";"porte Rambuteau";"porte rambuteau";0
"5258";"rue Rameau";"rue rameau";0
"5259";"passage Ramey";"passage ramey";0
"5260";"rue Ramey";"rue ramey";0
"5261";"rue Rampal";"rue rampal";0
"5262";"rue Rampon";"rue rampon";0
"5263";"rue Ramponeau";"rue ramponeau";0
"5264";"rue Ramus";"rue ramus";0
"5265";"impasse Rançon";"impasse rançon";0
"5266";"avenue du Ranelagh";"avenue du ranelagh";0
"5267";"square du Ranelagh";"square du ranelagh";0
"5268";"rue Raoul";"rue raoul";0
"5269";"place Raoul Dautry";"place raoul dautry";0
"5270";"rue Raoul Dufy";"rue raoul dufy";0
"5271";"place Raoul Follereau";"place raoul follereau";0
"5272";"rue Raoul Wallenberg";"rue raoul wallenberg";0
"5273";"avenue Raphaël";"avenue raphaël";0
"5274";"square Rapp";"square rapp";0
"5275";"avenue Rapp";"avenue rapp";0
"5276";"rue des Rasselins";"rue des rasselins";0
"5277";"rue Rataud";"rue rataud";0
"5278";"passage Rauch";"passage rauch";0
"5279";"rue Ravignan";"rue ravignan";0
"5280";"rue Raymond Aron";"rue raymond aron";0
"5281";"rue Raymond Pitet";"rue raymond pitet";0
"5282";"rue Raymond Queneau";"rue raymond queneau";0
"5283";"impasse Raymond Queneau";"impasse raymond queneau";0
"5284";"rue Raymond Radiguet";"rue raymond radiguet";0
"5285";"square Raynouard";"square raynouard";0
"5286";"rue Raynouard";"rue raynouard";0
"5287";"passage de la Réale";"passage de la réale";0
"5288";"rue Rébeval";"rue rébeval";0
"5289";"rue Récamier";"rue récamier";0
"5290";"passage des Récollets";"passage des récollets";0
"5291";"rue des Récollets";"rue des récollets";0
"5292";"avenue du Recteur Poincaré";"avenue du recteur poincaré";0
"5293";"rue des Reculettes";"rue des reculettes";0
"5294";"rue Redon";"rue redon";0
"5295";"allée des Refuzniks";"allée des refuzniks";0
"5296";"rue du Regard";"rue du regard";0
"5297";"rue Régis";"rue régis";0
"5298";"rue des Réglises";"rue des réglises";0
"5299";"rue Regnard";"rue regnard";0
"5300";"rue Regnault";"rue regnault";0
"5301";"passage Reilhac";"passage reilhac";0
"5302";"impasse Reille";"impasse reille";0
"5303";"rue de Reims";"rue de reims";0
"5304";"boulevard de Reims";"boulevard de reims";0
"5305";"cours la Reine";"cours la reine";0
"5306";"place de la Reine Astrid";"place de la reine astrid";0
"5307";"rue de la Reine Blanche";"rue de la reine blanche";0
"5308";"passage de la Reine de Hongrie";"passage de la reine de hongrie";0
"5309";"allée de la Reine Marguerite";"allée de la reine marguerite";0
"5310";"rue Rembrandt";"rue rembrandt";0
"5311";"villa Rémi Belleau";"villa rémi belleau";0
"5312";"rue de Rémusat";"rue de rémusat";0
"5313";"rue Rémy De Gourmont";"rue rémy de gourmont";0
"5314";"rue Rémy Dumoncel";"rue rémy dumoncel";0
"5315";"rue de la Renaissance";"rue de la renaissance";0
"5316";"villa de la Renaissance";"villa de la renaissance";0
"5317";"cité du Rendez Vous";"cité du rendez vous";0
"5318";"rue du Rendez Vous";"rue du rendez vous";0
"5319";"rue René Bazin";"rue rené bazin";0
"5320";"rue René Binet";"rue rené binet";0
"5321";"avenue René Boylesve";"avenue rené boylesve";0
"5322";"promenade René Capitant";"promenade rené capitant";0
"5323";"place René Cassin";"place rené cassin";0
"5324";"place René Char";"place rené char";0
"5325";"avenue René Fonck";"avenue rené fonck";0
"5326";"rue René Goscinny";"rue rené goscinny";0
"5327";"rue René Panhard";"rue rené panhard";0
"5328";"rue René Ravaud";"rue rené ravaud";0
"5329";"rue René Villermé";"rue rené villermé";0
"5330";"place Renée Vivien";"place renée vivien";0
"5331";"rue Rennequin";"rue rennequin";0
"5332";"rue du Repos";"rue du repos";0
"5333";"place de la République de L'Équateur";"place de la république de l'équateur";0
"5334";"place de la République de Panama";"place de la république de panama";0
"5335";"place de la République Dominicaine";"place de la république dominicaine";0
"5336";"rue Résal";"rue résal";0
"5337";"chemin des Réservoirs";"chemin des réservoirs";0
"5338";"place de la Résistance";"place de la résistance";0
"5339";"cité du Retiro";"cité du retiro";0
"5340";"passage du Retrait";"passage du retrait";0
"5341";"rue du Retrait";"rue du retrait";0
"5342";"route de Reuilly";"route de reuilly";0
"5343";"rue de la Réunion";"rue de la réunion";0
"5344";"place de la Réunion";"place de la réunion";0
"5345";"allée du Révérend Père Michel Riquet";"allée du révérend père michel riquet";0
"5346";"rue Reynaldo Hahn";"rue reynaldo hahn";0
"5347";"rue du Rhin";"rue du rhin";0
"5348";"place Rhin et Danube";"place rhin et danube";0
"5349";"square du Rhône";"square du rhône";0
"5350";"rue Ribera";"rue ribera";0
"5351";"villa Riberolle";"villa riberolle";0
"5352";"passage Ribet";"passage ribet";0
"5353";"rue Riblette";"rue riblette";0
"5354";"rue Riboutté";"rue riboutté";0
"5355";"rue Ricaut";"rue ricaut";0
"5356";"impasse Richard";"impasse richard";0
"5357";"place Richard Baret";"place richard baret";0
"5358";"place Richard De Coudenhove Kalergi";"place richard de coudenhove kalergi";0
"5359";"passage de Richelieu";"passage de richelieu";0
"5360";"rue de Richemont";"rue de richemont";0
"5361";"avenue Richerand";"avenue richerand";0
"5362";"rue Richomme";"rue richomme";0
"5363";"rue de Ridder";"rue de ridder";0
"5364";"rue Riesener";"rue riesener";0
"5365";"impasse des Rigaunes";"impasse des rigaunes";0
"5366";"rue de Rigny";"rue de rigny";0
"5367";"rue des Rigoles";"rue des rigoles";0
"5368";"villa Rimbaud";"villa rimbaud";0
"5369";"passage Rimbaut";"passage rimbaut";0
"5370";"allée Rimski Korsakov";"allée rimski korsakov";0
"5371";"place de Rio de Janeiro";"place de rio de janeiro";0
"5372";"cité Riverin";"cité riverin";0
"5373";"impasse Robert";"impasse robert";0
"5374";"place Robert Antelme";"place robert antelme";0
"5375";"rue Robert Blache";"rue robert blache";0
"5376";"rue Robert De Flers";"rue robert de flers";0
"5377";"place Robert Desnos";"place robert desnos";0
"5378";"villa Robert Doisneau";"villa robert doisneau";0
"5379";"rue Robert Esnault Pelterie";"rue robert esnault pelterie";0
"5380";"rue Robert Estienne";"rue robert estienne";0
"5381";"rue Robert Et Sonia Delaunay";"rue robert et sonia delaunay";0
"5382";"rue Robert Etlin";"rue robert etlin";0
"5383";"rue Robert Fleury";"rue robert fleury";0
"5384";"place Robert Guillemard";"place robert guillemard";0
"5385";"rue Robert Le Coin";"rue robert le coin";0
"5386";"rue Robert Lindet";"rue robert lindet";0
"5387";"villa Robert Lindet";"villa robert lindet";0
"5388";"rue Robert Planquette";"rue robert planquette";0
"5389";"avenue Robert Schuman";"avenue robert schuman";0
"5390";"rue Robert Turquan";"rue robert turquan";0
"5391";"rue Robert Houdin";"rue robert houdin";0
"5392";"rue Roberval";"rue roberval";0
"5393";"square de Robiac";"square de robiac";0
"5394";"rue Robineau";"rue robineau";0
"5395";"impasse Robiquet";"impasse robiquet";0
"5396";"square de Rocamadour";"square de rocamadour";0
"5397";"rue Rochambeau";"rue rochambeau";0
"5398";"place Rochambeau";"place rochambeau";0
"5399";"passage Rochebrune";"passage rochebrune";0
"5400";"rue Rochebrune";"rue rochebrune";0
"5401";"rue de Rochechouart";"rue de rochechouart";0
"5402";"rue du Rocher";"rue du rocher";0
"5403";"avenue Rockefeller";"avenue rockefeller";0
"5404";"rue de Rocroy";"rue de rocroy";0
"5405";"allée Rodenbach";"allée rodenbach";0
"5406";"rue Rodier";"rue rodier";0
"5407";"place Rodin";"place rodin";0
"5408";"avenue Rodin";"avenue rodin";0
"5409";"rue Roger";"rue roger";0
"5410";"rue Roger Bacon";"rue roger bacon";0
"5411";"rue Roger Bissière";"rue roger bissière";0
"5412";"place Roger Priou Valjean";"place roger priou valjean";0
"5413";"rue Roger Verlomme";"rue roger verlomme";0
"5414";"cour de Rohan";"cour de rohan";0
"5415";"rue de Rohan";"rue de rohan";0
"5416";"passage du Roi D'Alger";"passage du roi d'alger";0
"5417";"rue du Roi D'Alger";"rue du roi d'alger";0
"5418";"rue du Roi de Sicile";"rue du roi de sicile";0
"5419";"rue du Roi Doré";"rue du roi doré";0
"5420";"cour du Roi François";"cour du roi françois";0
"5421";"rue Roland Barthes";"rue roland barthes";0
"5422";"square Roland Garros";"square roland garros";0
"5423";"rue Roli";"rue roli";0
"5424";"impasse Rolleboise";"impasse rolleboise";0
"5425";"rue Rollin";"rue rollin";0
"5426";"place Romain Gary";"place romain gary";0
"5427";"boulevard Romain Rolland";"boulevard romain rolland";0
"5428";"rue de Romainville";"rue de romainville";0
"5429";"cour de Rome";"cour de rome";0
"5430";"cour de Rome";"cour de rome";0
"5431";"Rond des Mélèzes";"rond des mélèzes";0
"5432";"rue des Rondeaux";"rue des rondeaux";0
"5433";"passage des Rondeaux";"passage des rondeaux";0
"5434";"rue Rondelet";"rue rondelet";0
"5435";"rue des Rondonneaux";"rue des rondonneaux";0
"5436";"rue Ronsard";"rue ronsard";0
"5437";"impasse Ronsin";"impasse ronsin";0
"5438";"rue Roquépine";"rue roquépine";0
"5439";"cité de la Roquette";"cité de la roquette";0
"5440";"rue Rosa Bonheur";"rue rosa bonheur";0
